Restaurant Name,Address,Category,Rating,Number of Reviews,Price($),Price(1-5),Latitude,Longitude
The Flying Pig,1168 Hamilton Street,Canadian (New),4.0,1247,$$,2,49.27501,-123.122
Kosoo,1128 Robson Street,Korean,4.5,69,$$,2,49.28494,-123.12592
Fat Mao Noodles,938 Helmcken Street,Noodles,4.5,27,,0,49.2799016,-123.1272458
Miku,200 Granville Street,Japanese,4.5,2107,$$$,3,49.28691753455261,-123.11276314110472
Kingyo,871 Denman Street,Japanese,4.5,1012,$$,2,49.29061,-123.13714
Dinesty Dumpling House,1719 Robson Street,Chinese,4.0,900,$$,2,49.2908176,-123.1343912
Guu with Garlic,1698 Robson Street,Japanese,4.5,1021,$$,2,49.290249,-123.1338142
Saku,1588 Robson Street,Japanese,4.5,307,$$,2,49.289254,-123.1323215264761
Twisted Fork,213 Carral Street,French,4.0,1091,$$,2,49.283194,-123.104445
Seaport City Seafood Restaurant,2425 Cambie Street,Dim Sum,5.0,6,,0,49.263921119674905,-123.115152
Fable Kitchen,1944 W 4th Avenue,Canadian (New),4.5,752,$$,2,49.2679331,-123.149019
Kokoro Tokyo Mazesoba,551 Seymour Street,Japanese,4.0,428,$$,2,49.2833927,-123.115078
Medina Cafe,780 Richards Street,Breakfast & Brunch,4.0,2540,$$,2,49.2804429972571,-123.117036269849
Phnom Penh,244 E Georgia Street,Cambodian,4.0,1535,$$,2,49.278431,-123.098205
Chambar,568 Beatty Street,Belgian,4.0,1520,$$$,3,49.2801460007961,-123.109925328073
Manoush'eh,620 Davie Street,Mediterranean,5.0,222,$,1,49.27667072314417,-123.12570086148997
Happy Noodle House,630 Davie Street,Dim Sum,4.5,60,,0,49.27664,-123.12578
Forage,1300 Robson Street,Canadian (New),4.0,690,$$,2,49.28707,-123.12925
Jingle Bao,774 Denman Street,Asian Fusion,4.0,120,$$,2,49.291609,-123.134917
Fanny Bay Oyster Bar & Shellfish Market,762 Cambie St,Seafood,4.5,696,$$,2,49.2787525,-123.1138689
Hello Nori,1165 Robson Street,Japanese,4.5,156,$$,2,49.2857029,-123.1262438
Jam Cafe on Beatty,556 Beatty Street,Breakfast & Brunch,4.5,1298,$$,2,49.2802586,-123.1096376
Fat Boy Kitchen,6943 Victoria Drive,Hong Kong Style Cafe,4.5,18,,0,49.2209419,-123.0662599
Saku,548 W Broadway,Japanese,4.0,192,$$,2,49.2631251,-123.1166034
Tavola,1829 Robson Street,Italian,4.5,361,$$$,3,49.2918164,-123.1357186
OEB Breakfast Co. Yaletown,1137 Marinaside Crescent,Breakfast & Brunch,4.5,662,$$,2,49.2734341,-123.1192724
Cactus Club Cafe,1085 Canada Place,Canadian (New),4.0,789,$$,2,49.2895176422553,-123.11810777487139
Chef Hung,990 Smithe Street,Taiwanese,4.0,24,,0,49.28199,-123.12424
Chinatown BBQ,130 E Pender Street,Chinese,4.5,235,$$,2,49.280294,-123.1015
Blue Water Cafe,1095 Hamilton St,Seafood,4.5,1034,$$$$,4,49.2761945,-123.1209935
Raisu,2340 W 4th Avenue,Japanese,4.0,404,$$,2,49.2679990419609,-123.158381134272
Shiok Singapore Cuisine,1716 Kingsway,Singaporean,4.0,97,$$,2,49.2469321,-123.0693059
Kishimoto Japanese Kitchen,2054 Commercial Drive,Japanese,4.5,505,$$,2,49.2665099,-123.06935
Lupo,869 Hamilton Street,Italian,4.5,431,$$$,3,49.27823,-123.1174
Alibi Room,157 Alexander Street,Pubs,4.5,563,$$,2,49.284201944511,-123.1001915385
Joe Fortes Seafood & Chop House,777 Thurlow Street,Seafood,4.0,1203,$$$,3,49.28493,-123.12473
Botanist,1038 Canada Place,Canadian (New),4.0,347,$$$,3,49.2883099,-123.1167271
JOEY Burrard,820 Burrard St,Canadian (New),4.0,529,$$,2,49.2827851242953,-123.12316775322
Bread x Butter Cafe,140-925 West Georgia Street,Cafes,4.0,35,,0,49.2841611,-123.1199654
Linh Cafe,1428 Granville Street,Vietnamese,4.0,279,$$,2,49.27465692280362,-123.12954135459871
Zefferelli's,1136 Robson Street,Italian,4.0,472,$$,2,49.28504,-123.1261
Fritz European Fry House,718 Davie Street,Fast Food,4.0,789,$,1,49.2772045,-123.1265253
Marulilu Cafe,451 W Broadway,Cafes,4.0,283,$$,2,49.26338,-123.11415
Uma Sushi,450 W 8th Avenue,Japanese,4.5,109,$$$,3,49.2638048,-123.1137294
Black Rice Izakaya,782 Cambie Street,Japanese,4.0,285,$$,2,49.278444,-123.114329
Ask For Luigi,305 Alexander Street,Italian,4.0,474,$$,2,49.2844485,-123.0976786
Wabukuro,660 Abbott Street,Japanese,4.5,7,,0,49.27916,-123.10704
Ramen Danbo,1333 Robson Street,Ramen,4.5,540,$$,2,49.2874959131639,-123.128934167326
Kamei on Broadway,601 W Broadway,Japanese,4.0,8,,0,49.263643,-123.118152
The Red Accordion,1616 Alberni Street,Cocktail Bars,4.5,59,$$,2,49.29025,-123.131768
Bao Bei Chinese Brasserie,163 Keefer Street,Chinese,4.0,401,$$$,3,49.2796095312486,-123.100574596039
Tendon Kohaku,840 Howe Street,Japanese,4.0,72,$$,2,49.28107123873706,-123.12179426645872
AnnaLena,1809 W 1st Avenue,Canadian (New),4.5,334,$$$$,4,49.2708261,-123.1467714
Cardero's Restaurant & Marine Pub,1583 Coal Harbour Quay,Seafood,4.0,615,$$$,3,49.2914561357511,-123.127575841549
Sula,4172 Main Street,Indian,4.5,82,$$,2,49.2479405,-123.1007241
Anh and Chi,3388 Main Street,Vietnamese,4.0,586,$$,2,49.2550314422938,-123.100882202153
Mumu Kitchen,1738 Davie Street,Korean,4.0,23,,0,49.2865679,-123.1410355
Burgoo Bistro,1100 Burrard Street,Comfort Food,4.0,162,$$,2,49.27968,-123.12763
Alouette Bistro,567 Hornby Street,French,4.0,22,,0,49.2853,-123.11829
Nightingale,1017 West Hastings Street,Live/Raw Food,4.0,451,$$$,3,49.2874110331456,-123.117770967577
Hokkaido Ramen Santouka,558 W Broadway,Noodles,4.0,220,$$,2,49.263127,-123.1168917
Mott 32,1161 W Georgia Street,Chinese,4.0,164,$$$$,4,49.2868644189919,-123.12453512818163
La Taqueria Pinche Taco Shop,2450 Yukon Street,Mexican,4.0,679,$$,2,49.263559,-123.112736
Lunch Lady,1046 Commercial Drive,Vietnamese,4.0,166,$$,2,49.27497,-123.06915
Heritage Asian Eatery,382 W Broadway,Pan Asian,4.0,87,$$,2,49.26287,-123.11247
The Mackenzie Room,415 Powell Street,Canadian (New),4.5,179,$$$$,4,49.2832349,-123.0948578
TAKO,601 Expo Boulevard,Korean,4.0,212,$,1,49.278816,-123.1078822
Unchai Thai Restaurant,2351 Burrard Street,Thai,4.5,79,,0,49.265112,-123.145913
So Hyang Korean Cuisine,6345 Fraser Street,Korean,4.0,317,$$,2,49.2271233,-123.0909348
Pourhouse Restaurant,162 Water Street,Cocktail Bars,4.0,541,$$,2,49.2841134475502,-123.10842879595
Hai Chi Em,6181 Fraser Street,Vietnamese,4.5,2,,0,49.2285,-123.0909
Published On Main,3593 Main Street,Tapas/Small Plates,4.5,80,,0,49.25283186017385,-123.10116032897228
Mount Everest Kitchen & Grill,538 Seymour Street,Indian,4.5,31,,0,49.28343057225757,-123.1142148824853
Fat Mao Noodles,217 E Georgia Street,Asian Fusion,4.0,220,$$,2,49.27881,-123.09893
La Taqueria Pinche Taco Shop,322 W Hastings Street,Mexican,4.5,511,$$,2,49.282912,-123.110593
Thierry,1059 Alberni Street,Patisserie/Cake Shop,4.0,923,$$,2,49.2848818,-123.1228949
Brix & Mortar,1138 Homer Street,Wine Bars,4.0,312,$$$,3,49.27561628359493,-123.12189775678031
Hawkers Delight Deli,4127 Main Street,Delis,4.0,350,$,1,49.248375,-123.101287
La Belle Patate,1215 Davie Street,Fast Food,4.0,533,$$,2,49.2820547306569,-123.133442922354
Holy Chow,433 W Pender Street,Asian Fusion,4.0,26,,0,49.28317639999999,-123.1122509
Yolks,546 W Broadway,Coffee & Tea,3.5,342,$$,2,49.2631139,-123.1163529
Rorimomo,781 Davie Street,Korean,4.0,28,,0,49.277705275,-123.126947862
The Fish Counter,3825 Main Street,Fish & Chips,4.5,337,$$,2,49.25076,-123.10136
Di Beppe,8 W Cordova Street,Italian,4.0,132,$$,2,49.282377055816596,-123.10450043738042
Nuba in Gastown,207 W Hastings Street,Mediterranean,4.0,734,$$$,3,49.2827625062516,-123.109646101134
One Bowl,693 W Broadway,Cafes,4.0,12,,0,49.263533857529154,-123.1195716
Peaceful Restaurant,110-532 W Broadway,Chinese,3.5,620,$$,2,49.263147,-123.116143
93 Coffee,1789 Comox Street,Cafes,5.0,1,,0,49.28853156299956,-123.1392191
Shanghai River,7831 Westminster Highway,Chinese,4.0,769,$$$,3,49.17074,-123.13848
Tap & Barrel - Bridges,1696 Duranleau St,Breakfast & Brunch,4.0,35,$$,2,49.2727468,-123.1359964
7-inch Waffle House,107-223 West Broadway,Waffles,4.0,4,,0,49.2633,-123.10988
Black Frog Eatery,108 Cambie Street,Pubs,4.0,206,$$,2,49.284598,-123.108687
Bovine,1050 W Pender Street,Japanese,4.5,37,,0,49.2868799,-123.11962
Mazahr Lebanese Kitchen,1488 West 11th Avenue,Lebanese,5.0,37,,0,49.2615511,-123.1383052
España Restaurant,1118 Denman Street,Spanish,4.0,245,$$,2,49.2880552,-123.1404114
Motonobu Udon,3501 E Hastings St,Japanese,4.0,65,$$,2,49.2813968,-123.0280718
Laksa King,2546 E Hastings Street,Burmese,4.0,202,$$,2,49.2810051,-123.0534797
Straight and Marrow,1869 Powell Street,Gastropubs,4.5,25,,0,49.2848302,-123.0661495
K Cafe,2533 Heather Street,Coffee & Tea,4.0,23,$,1,49.2630081,-123.1200714
John 3:16 Malaysian Delights,1063 W Broadway,Malaysian,4.0,37,,0,49.26371,-123.12812
Jägerhof Restaurant,71 Lonsdale Avenue,German,4.0,110,$$,2,49.31176,-123.07923
Le Crocodile Restaurant,909 Burrard Street,French,4.5,425,$$$$,4,49.2822815356982,-123.124911131657
Yu Shang Hot Pot,202-950 W Broadway,Hot Pot,4.5,68,,0,49.263149,-123.125629
PiDGiN,350 Carrall Street,Japanese,4.0,314,$$$,3,49.2819071402452,-123.104188653967
Meat & Bread,796 W Broadway Street,Sandwiches,3.0,16,$$,2,49.2632033,-123.1217764
Lamajoun,128-11782 River Road,Mediterranean,4.5,86,$,1,49.1967128,-123.0952077
Guu Original Thurlow,838 Thurlow Street,Japanese,4.0,783,$$,2,49.2839786648396,-123.125567978574
Stock and Supply,550 West Hastings Street,Canadian (New),4.0,17,,0,49.28416,-123.1127
Cafe Tica,2408 Alberta Street,Delis,4.5,15,$,1,49.2637017,-123.1108151
Yama Cafe,2007 East Hastings Street,Cafes,4.5,87,$$,2,49.2813049,-123.0632877
Moose's Down Under,830 Pender Street W,Pubs,4.0,140,$$,2,49.285638,-123.11634
Local Public Eatery,3 Alexander Street,Gastropubs,4.0,134,$$,2,49.2835742,-123.1039517
Fiorino,212 E Georgia St,Italian,4.0,23,,0,49.2784351,-123.0992476
Midam Cafe,3211 W Broadway,Korean,4.5,40,,0,49.2644249,-123.17645
Nuba in Yaletown,508 Davie Street,Mediterranean,4.0,98,$$,2,49.275922840711004,-123.1245237819059
Go Fish Ocean Emporium,1505 W 1st Avenue,Seafood,4.0,492,$$,2,49.2712685403221,-123.139493380397
Nook,195 West 2nd Avenue,Pizza,4.0,60,,0,49.269495877535,-123.109226971865
Jollibee,2549 Cambie Street,Fast Food,3.5,16,$$,2,49.2628615714721,-123.1151665
Saigon Bites,6285 Kingsway,Sandwiches,4.0,5,,0,49.22026383879032,-122.97266571359754
Six Acres,203 Carrall Street,Pubs,4.0,285,$$,2,49.2833119,-123.1044042
Barbara,305 East Pender Street,Canadian (New),4.5,16,,0,49.2804544,-123.0970391
Zab Zaab Thai Cuisine,1211 Hamilton Street,Thai,4.5,14,,0,49.27493,-123.12321
Suika,1626 W Broadway,Japanese,4.0,508,$$,2,49.26333,-123.1417
The Sandbar Seafood Restaurant,1535 Johnston Street,Seafood,3.5,698,$$$,3,49.27165,-123.134376
Jamjar - Folk Lebanese Food,2280 Commercial Drive,Lebanese,4.0,252,$$,2,49.264412,-123.0695951
The Mexican Antojitos Y Cantina,1049 Granville Street,Mexican,4.5,394,$$,2,49.2787726,-123.1240268
A.Bento,656W Broadway,Taiwanese,4.0,18,$$,2,49.263164,-123.118857
Eggmon,82 Keefer Place,Waffles,4.0,12,,0,49.27942299044441,-123.10699604451655
Donair And Sub House,403 West Broadway,Donairs,0.0,0,,0,49.2633677,-123.1131452
Cafe & Life Co.,511 W 7th Avenue,Cafes,4.5,10,,0,49.265218,-123.116184
Maruhachi Ra-men,780 Bidwell Street,Ramen,4.5,743,$$,2,49.2905691,-123.1333951
The Parlour,1011 Hamilton Street,Pizza,4.0,454,$$,2,49.276835,-123.120221
Zarak By Afghan Kitchen,2102 Main Street,Afghan,4.5,52,,0,49.266224,-123.1006089
Rodney's Oyster House,1228 Hamilton Street,Seafood,4.0,796,$$,2,49.2744326,-123.1232482
Sura Korean Cuisine,1518 Robson Street,Korean,4.0,423,$$,2,49.2888601838143,-123.131742169312
Frying Pan,1101 Denman Street,Korean,4.5,22,,0,49.28835486722387,-123.1404394134939
Taco Nori Sushi Tacos,118 West 6th Avenue,Sushi Bars,4.5,12,,0,49.2654937,-123.1071619
Breakfast Table,3014 Granville Street,Breakfast & Brunch,4.5,247,$$,2,49.2586084,-123.13855
Beach Ave Bar And Grill,1 -1012 Beach Avenue,Seafood,4.5,18,$$,2,49.27553568577844,-123.13565084059195
Yasma,550 Denman Street,Syrian,4.5,20,,0,49.29336120000001,-123.1321649
Maxine's Cafe & Bar,1325 Burrard Street,Bars,4.5,56,$$,2,49.27807,-123.13131
The Templeton,1087 Granville Street,Breakfast & Brunch,4.0,516,$$,2,49.2785261,-123.1243982
La Mezcaleria,1622 Commercial Drive,Mexican,4.0,289,$$,2,49.2702237,-123.0694136
Westcoast Poke,463 W 8th Avenue,Hawaiian,4.0,170,$$,2,49.26409,-123.1140415
LIFT Bar Grill View,333 Menchions Mews,Seafood,3.5,287,$$$,3,49.2937850399962,-123.12978089218
Potluck Hawker Eatery,3424 Cambie Street,Indonesian,3.5,80,,0,49.254602,-123.1149019
The Dirty Apron Delicatessen,540 Beatty St,Cafes,4.5,67,$$,2,49.2805632,-123.1091772
Monarca,181 Carrall Street,Mexican,4.5,17,,0,49.28378619999999,-123.1044645
Caffe La Tana,635 Commercial Drive,Cafes,5.0,30,,0,49.2788597356837,-123.070581380828
Suyo Modern Peruvian,3475 Main Street,Peruvian,4.0,6,,0,49.2540292,-123.10106599580521
Bodega On Main,1014 Main Street,Spanish,4.0,202,$$,2,49.2752787,-123.0997112
O! Taho,4223 Fraser Street,Filipino,4.5,51,$$,2,49.2473597,-123.0903811
Casereccio Foods,2480 Vine Street,Italian,4.5,29,,0,49.2642,-123.15742
Robba da Matti,1127 Mainland Street,Italian,4.0,483,$$$,3,49.2753397,-123.1208967
Riley's Fish & Steak,200 Burrard Street,Seafood,4.0,30,,0,49.287641996861865,-123.1151089
ARC Restaurant,900 Canada Place Way,Canadian (New),4.0,161,$$$,3,49.2872868,-123.1137298
Honeybrew,785 Davie Street,Bistros,4.0,29,$$,2,49.27787,-123.12652
Nightshade,1079 Mainland St,Vegan,4.5,21,,0,49.27604,-123.12042
Katsu San,110-6011 No 1 Road,Japanese,4.5,95,$$,2,49.169982779066,-123.181773349643
Nam San,202 1610 Robson Street,Korean,4.5,20,,0,49.28946,-123.13294
Benkei Noodle Shop,545 W Broadway,Ramen,3.5,175,$$,2,49.2634074769026,-123.116500429352
Nobi Nobi,11320 Steveston Hwy,Japanese,4.5,28,$$,2,49.133102,-123.098042
Stanley's Bar & Grill,610 Pipeline Road,Bars,3.0,102,$$,2,49.2997083,-123.1339011
Kook Korean BBQ,2800 1st Avenue E,Korean,4.0,141,$$$,3,49.26894,-123.04565
Banter Room,1039 Mainland St,Canadian (New),3.5,115,$$,2,49.2763185,-123.1196683
Kissa Tanto,263 E Pender Street,Japanese,4.0,276,$$$$,4,49.2806,-123.09812
Pepper Lunch,2323 Cambie Street,Japanese,3.5,79,$$,2,49.2646,-123.11523
Cactus Club Cafe,588 Burrard Street,Canadian (New),4.0,461,$$,2,49.28554081466174,-123.11881637137162
Dynasty Seafood Restaurant,777 W Broadway,Dim Sum,3.5,280,$$,2,49.2635999,-123.12138
Nook,1525 Yew Street,Italian,4.0,160,$$,2,49.2722128608937,-123.155147313374
Super Chef Grill,280 Robson Street,Chinese,4.5,79,$,1,49.279012421188,-123.116581099631
Tatta Chulha,147 E Broadway,Indian,4.5,14,,0,49.26307302443682,-123.1018777
The Vancouver Fish Company,1517 Anderson St,Seafood,3.5,246,$$$,3,49.2706337,-123.13633
Peaked Pies,975 Denman Street,Australian,4.5,193,$$,2,49.2896489,-123.1384797
Kam Wai Dim Sum,249 E Pender Street,Dim Sum,4.0,59,$,1,49.28048,-123.098438
Gringo,27 Blood Alley Square,Mexican,4.5,281,$,1,49.2831553214634,-123.105335897068
395 Baking House Pro,2-3343 Kingsway,Hong Kong Style Cafe,4.5,2,,0,49.23367,-123.03432
A Bread Affair,1680 Johnston Street,Bakeries,4.0,96,$,1,49.2724508745628,-123.135854241387
Damso Modern Korean Cuisine,867 Denman Street,Korean,4.0,198,$$,2,49.290631652856824,-123.13696164681825
Sushi Jin,750 Nelson Street,Japanese,4.5,137,$$$,3,49.2795794102629,-123.123817518353
Tabom,1536 Robson Street,Korean,4.0,93,,0,49.28901186686636,-123.1318846021006
MeeT in Yaletown,1165 Mainland Street,Comfort Food,4.0,157,$$,2,49.2748495736666,-123.121902530398
Salmon n' Bannock,1128 W Broadway,Canadian (New),4.5,197,$$,2,49.2631378,-123.1296705
District Bar & Restaurant,121 Robson Street,Cocktail Bars,4.0,90,$$,2,49.2777057046774,-123.114148463454
Brass Fish Tavern,385 Burrard Street,American (Traditional),4.0,17,,0,49.2873401,-123.1169064
MeeT in Gastown,12 Water Street,Comfort Food,4.0,476,$$,2,49.28343624826065,-123.1048494822089
Pholicious,430 Pender Street W,Vietnamese,4.5,145,$,1,49.28297,-123.11279
Tractor,601 W Broadway,Breakfast & Brunch,4.0,25,$$,2,49.2634674383775,-123.118251698812
Mr Japanese Curry,446 West 8th Avenue,Japanese,4.0,34,$$,2,49.2638021,-123.1137004
1927 Lobby Lounge,801 W Georgia Street,Cocktail Bars,4.5,33,$$$,3,49.2834188,-123.1187911
Elephant On Powell Restaurant,1879 Powell Street,Canadian (New),5.0,5,,0,49.2848635,-123.0659995
Honey Salt,39 Smithe Street,Canadian (New),3.5,257,$$,2,49.2753742,-123.1128477
Tap & Barrel - Convention Centre,1055 Canada Place,Comfort Food,4.0,322,$$,2,49.289845529586,-123.116857235515
OEB Breakfast Co. Ambleside,1390 Marine Drive,Breakfast & Brunch,4.5,24,$$,2,49.3277023,-123.1537985
Hanai,1590 Commercial Drive,Hawaiian,4.0,9,,0,49.270671367594815,-123.06944910010282
Rice Burger,2630 Sasamat Street,Burgers,4.5,81,$$,2,49.2635568,-123.2089751
District Eleven,4063 Main Street,Vietnamese,4.0,23,,0,49.2489934,-123.1012049
Sushi Dragon,614 West Broadway,Japanese,4.0,90,$,1,49.2631475,-123.118358
The Greek By Anatoli,1043 Mainland Street,Greek,4.0,246,$$,2,49.276285,-123.1197178
Delara,2272 W 4th Avenue,Persian/Iranian,4.5,30,,0,49.2680486,-123.1569183
Micha,120-4751 Garden City Road,Chinese,4.5,35,,0,49.1786844,-123.1248149
Banana Leaf,820 W Broadway,Malaysian,3.5,295,$$,2,49.26302,-123.1225
Kozak Ukraïnian Eatery,1 W Cordova Street,Ukrainian,4.5,20,$$,2,49.2826441,-123.1044762
Fable Diner,151 E Broadway,Diners,4.0,326,$$,2,49.2630749,-123.1019822
Bali Thai,88 W Pender Street,Indonesian,4.5,90,$,1,49.2802711224293,-123.106226601714
Le Petit Belge,340 Robson Street,Bakeries,4.0,329,$$,2,49.2789656680049,-123.116212114692
Seiza,3068 Main Street,Japanese,4.0,76,$$,2,49.2578770366267,-123.100880943239
L'Abattoir,217 Carrall Street,French,4.0,572,$$$,3,49.2831869855333,-123.104450140894
Marché Mon Pitou,1387 W 7th Avenue,Cafes,4.5,34,$$,2,49.2654349,-123.1357134
Yui Japanese Bistro,102-1185 W Georgia Street,Japanese,4.0,123,$$,2,49.287111,-123.1247016
Elisa,1109 Hamilton Street,Steakhouses,4.0,185,$$$$,4,49.2759562,-123.1213608
Indian Delicacy,1130 West pender st,Indian,4.5,95,$$,2,49.28749,-123.12141
Cactus Club Cafe,575 Broadway W,Canadian (New),3.5,138,$$,2,49.2633734327403,-123.117130327243
Market Grill,1689 Johnston Street,Burgers,4.0,51,$$,2,49.2726237,-123.1356235
Pho Extreme Xe Lua,457 W Broadway,Vietnamese,2.5,101,$,1,49.2633568993769,-123.114155144333
Wasuta Pasta,202-7080 River Road,Japanese,4.0,51,$$,2,49.17738842937801,-123.14447488635778
Tutto,901 Homer St,Italian,4.5,49,$$$,3,49.2784091,-123.1187139
Hikari Cafe,5701 Granville Street,Japanese,4.0,51,$$,2,49.2339516,-123.1401367
Loz Takos,792 W Broadway,Mexican,3.5,8,,0,49.2632015,-123.1217092
Harambe Restaurant,2149 Commercial Drive,Ethiopian,4.0,133,$$,2,49.265519,-123.069867
Arike Restaurant,1725 Davie St,African,5.0,25,,0,49.2868046,-123.1408561
Shizen Ya,965 Hornby Street,Japanese,4.0,581,$$,2,49.2808844,-123.1246278
John 3:16 Malaysian Delights,6832 & 6838 No.3 Road,Malaysian,4.0,207,$$,2,49.1641317,-123.1362195
Kouign Café,18 East Pender Street,Bakeries,4.5,34,,0,49.280313,-123.1039576
Ukrainian Village,815 Denman Street,Ukrainian,4.0,166,$$,2,49.2914123,-123.1358196
Maenam,1938 W 4th Avenue,Thai,4.0,376,$$,2,49.26787,-123.1488979
Nero Waffles,1002 Seymour Street,Waffles,4.5,463,$$,2,49.27834403099929,-123.12204465357301
Le Coq Frit,1888 W Broadway,Chicken Shop,4.5,24,,0,49.2636151,-123.1479001
Ramen Danbo,1833 W 4th Avenue,Ramen,4.0,366,$$,2,49.26828,-123.146431
Burgoo Bistros,3096 Main Street,Comfort Food,4.0,494,$$,2,49.25763,-123.10084
Tokyo In April,526 Abbott St,Japanese,4.5,34,,0,49.2806813,-123.1073936
St Lawrence Restaurant,269 Powell Street,French,4.5,130,$$$,3,49.2832584031253,-123.097993419888
Nook,781 Denman Street,Italian,4.0,305,$$,2,49.2917554,-123.1352974
iDen & Quan Ju De Beijing Duck House,2808 Cambie Street,Chinese,3.5,71,,0,49.26021,-123.1148451
JOS,1190 W Cordova St,Pizza,4.5,41,$$,2,49.2890737079158,-123.122008477632
Afuri Ramen + Dumpling,2801 Main Street,Ramen,4.0,15,,0,49.25994,-123.10151
Absinthe Bistro,952 Commercial Drive,French,4.5,135,$$$,3,49.27607,-123.0692457
Pho Mimosa,1157 Granville Street,Vietnamese,5.0,1,,0,49.27773011592513,-123.1256381
Nuba - Mount Pleasant,146 E 3rd Avenue,Mediterranean,4.0,158,$$,2,49.26797,-123.10171
Jam Cafe,2153 W 4th Avenue,Breakfast & Brunch,4.5,205,$$,2,49.2682705,-123.1539827
Osteria Savio Volpe,615 Kingsway,Italian,4.0,396,$$$,3,49.2574913,-123.0909344
Rogue Kitchen & Wetbar,602 West Broadway Avenue,American (Traditional),3.5,142,$$,2,49.263047,-123.117827
Noah's Cafe,572 Davie Street,Cafes,4.5,26,,0,49.2762158,-123.1250441
H2 Kitchen + Bar,1601 Bayshore Drive,Gastropubs,3.5,71,$$,2,49.29164,-123.12932
Sooda Korean BBQ,60 West Cordova Street,Korean,5.0,1,,0,49.282678,-123.106049
Caveman Cafe,88 W Pender Street,Organic Stores,4.5,266,$$,2,49.280802324947445,-123.10703500282291
Tagine Moroccan Restaurant,51 W Hastings Street,Mediterranean,4.0,148,$$,2,49.28198,-123.1063304
Jules French Bistro,216 Abbott Street,French,4.0,227,$$,2,49.28361,-123.10638
The Magnet,309 W Pender Street,Beer Bar,4.5,14,,0,49.2824018,-123.1110785
Nero Waffles,1703 Robson Street,Desserts,4.5,637,$$,2,49.2907208,-123.1339952
Peranakan Kitchen,1122 5th Avenue,Indonesian,5.0,3,,0,49.206320079356665,-122.92838104069232
Aleph Eatery,1889 Powell Street,Middle Eastern,4.5,66,$$,2,49.2849288,-123.065795
Alimentaria Mexicana,1596 Johnston Street,Mexican,3.5,44,,0,49.27174542091458,-123.13493058085443
Sopra Sotto,1510 Commercial Drive,Pizza,4.0,128,$$,2,49.2711051,-123.0694651
Branas Mediterranean Grill,617 Stamps Landing,Mediterranean,3.5,60,$$,2,49.2686214,-123.1184584
Tableau Bar Bistro,1181 Melville Street,Bars,4.0,260,$$,2,49.287494,-123.1235689
DD Mau Chinatown,145 E Pender Street,Vietnamese,4.0,92,$$,2,49.2805314,-123.1009349
Mangia Cucina & Bar,2211 Manitoba St,Italian,4.5,72,$$,2,49.26542712485377,-123.10690661226711
Au Comptoir,2278 W 4th Avenue,French,4.0,209,$$$,3,49.268034328356,-123.15672487756
Thai Box on Truck,Cambie Street & W8th Avenue,Thai,3.5,9,,0,49.2641677270461,-123.115005434393
The Farmhouse,352 East 10th Avenue,Italian,3.5,2,,0,49.26185879464837,-123.09710762514682
Five Sails Restaurant,401-999 Canada Place,French,4.5,172,$$$$,4,49.2880313351364,-123.113292160758
International Sandwich Factory,1086 Broadway W,Sandwiches,5.0,1,,0,49.2633051,-123.1286559
Tetsu Sushi Bar,775 Denman Street,Japanese,4.5,98,$$,2,49.2917758,-123.1352662
La Catrina Tacos,1187 Denman Street,Mexican,4.5,116,$,1,49.2878472,-123.1411949
Alley 16,3190 Cambie Street,Barbeque,5.0,1,,0,49.257017,-123.11474
One More Szechuan Chinese Cuisine,1262 Marine Drive,Chinese,4.5,60,$$,2,49.324876,-123.109655
Maizal RMF,2815 Main Street,Mexican,4.5,143,$$,2,49.2600097,-123.1012988
Tony's Fish & Oyster Cafe,1511 Anderson Street,Seafood,3.5,215,$$,2,49.2707626,-123.1361439
Meat & Bread,370 Cambie Street,Sandwiches,4.0,781,$$,2,49.2826255017147,-123.109336831057
ChongQing,1260 Robson Street,Chinese,3.5,381,$$,2,49.286526424773,-123.128171776697
La Ruota,2325 Cambie Street,Pizza,4.5,12,,0,49.26457006285351,-123.1152291
Number e food,1308 Burrard Street,Sandwiches,5.0,134,$$,2,49.277569151917,-123.131018212403
Jade Dynasty Restaurant,137 E Pender Street,Dim Sum,3.5,178,$$,2,49.28066,-123.10097
Dosanko,566 Powell Street,Japanese,4.0,100,$$,2,49.28278,-123.09194
The Fish Man,1170-8391 Alexandra Road,Seafood,4.0,93,$$$,3,49.1784663,-123.1302516
Robba Da Matti,12 Powell St,Italian,5.0,4,,0,49.283146323514835,-123.10375675641403
Browns Socialhouse QE Theatre,675 Cambie St,Burgers,4.0,30,$$,2,49.28022,-123.11287
Les Faux Bourgeois,663 E 15th Avenue,French,4.0,448,$$,2,49.2572813531481,-123.089767330802
Café Portrait,1120 Denman Street,Cafes,4.5,37,,0,49.2881056129168,-123.140413686633
OEB Breakfast Co. North Vancouver,143 E 15th St.,Breakfast & Brunch,4.5,78,$$,2,49.3219239,-123.0704075
Lotus Seed Vegan,736 W Broadway,Vegan,4.0,124,$$,2,49.2631751,-123.1204905
Orto Artisan Pasta,1600 Mackay Road,Italian,4.5,78,$$,2,49.3231065041869,-123.101910508419
Saboo Restaurant,1455 Main Street,Persian/Iranian,4.0,4,,0,49.30525,-123.03319
Smoke and Bones,999 Marine Drive,Barbeque,4.0,142,$$,2,49.323648,-123.1020458
